"Variables ->","pct4_y_a","pct4_cons_a","pct4_gdem_a","pct4_inv_a","pct4_exp_a","pct4_imp_a","pct4_cpi_eop","pct4_cpi_pa","dl_py_pa","pct4_s_eop","pct4_s_pa","pct4_z_pa","def_a","def_inc_grants_a","grev_a","oexp_a","gdem_y_a","debt_y_a","debt_fcy_a","debt_lcy_a"
"Comments ->","","","","","","","","","","","","","Budget deficit, % of GDP","","Govt. rev., % of GDP","Other govt. exp., % to GDP","","","",""
"2020Y",-3.2467482203367197,1.2157658252617018,9.7135320743396534,-25.2150250042699646,-8.5929559312223027,-2.5344463774727046,5.0832605573839658,7.7264358765110153,5.2468784470244580,5.4168116046603672,4.8778611493343220,-1.1189885659366503,15.2946399012522125,10.2957349757451571,18.9500172255534949,6.6678100843451924,27.6591059908452159,67.2415323759899621,53.2916669359982933,13.9498654399916617
"2021Y",11.1546407017083027,6.1081403341961007,12.0440285158174305,43.9752294923293903,7.6340029141821510,4.7772260231949950,1.1096466893178558,0.8195348649831153,3.5391336567798444,3.9395715244622238,4.7881671059116719,9.1024218443271216,15.0565049188182485,9.4192283119506470,19.0130641750093048,6.3096509073997531,27.8611761085464416,68.9637148850060413,53.8420385079887751,15.1216763770172697
"2022Y",8.1891011811912193,12.4262894436308251,-0.9445558139384467,9.8840477016560762,30.0967359149031424,18.0444530186911223,21.0038417283867602,13.8519149739228347,19.4778041265461539,5.2542373924622012,4.2967214509722709,-5.8815896076600716,12.7656616555034894,6.8618953601123094,18.2428997325113613,5.8629157618830927,25.2854026000641454,64.0974877577904465,47.9993524180261346,16.0981353397643190
"2023Y",8.2477221023404752,5.2830316161692075,10.3991412295232983,-17.1289166241379114,25.1273806310845096,3.1959982364442787,8.8073882823651388,14.2586229452223066,6.5153771850210660,17.7427923981705788,13.0243184382637978,2.7867650701770010,10.5442278277586095,6.0341273416623107,17.5067024618544096,2.6340377789238865,25.5640555289857865,68.8402611956392860,55.7368469288781796,13.1034142667611153
"2024Y",8.9103048117732513,9.9923699729056530,0.8220392708692721,24.6918142275233592,8.2988362141385110,7.1824372209667509,5.0827520014923806,4.7698038641059171,2.2047984243119814,10.0863659555988363,13.3743774921774055,11.6579007381363802,11.7505232067482925,7.5372076499468896,17.8967954695230134,6.3650618287427969,23.4163310456695051,75.8509161965707506,62.5690423610637012,13.2818738355070529
"2025Y",8.3149462026026200,8.3546558999201714,-1.0971264486342278,15.2856991449902431,12.5360094422569581,6.5154270828245231,6.2258396650348118,6.6575943165410578,11.1292156642368791,6.5908308785132448,8.4448540766035478,3.9752364591948037,12.2358855883090065,9.5342119144009381,17.9158360081216337,8.8284637579013232,21.3757563866452038,76.0419881538462192,63.6615298862382986,12.3804582676079242
"2026Y",7.4466832485929402,5.0724067653515270,4.4293216733324741,22.8593569065314313,12.0088702357438990,7.6852907805453725,4.6843849653977401,5.5986538218295543,5.0720662845237783,2.3551060433391484,3.5925608228924162,3.2162037779628463,7.5250000000000004,5.0123953953807456,19.2250000000000014,6.0499999999999998,20.7087303792001087,73.1288105358467249,61.4481014099525282,11.6807091258941895
"2027Y",6.0496778046776321,5.2092361966989706,8.1069371931208991,-0.1520018316647693,10.6205458818104859,5.6786668407666063,2.3628406216819968,3.0047175557613706,2.7808740306792981,1.2989990219075338,1.7865633945039328,1.3265738155166673,6.7000000000000002,4.1992122122112967,20.1000000000000014,5.7153445948252459,21.0836297284550263,71.6443182023151195,60.3456404208257382,11.2986777814893831
"2028Y",8.6932257182471488,7.7581241173600297,21.0196494815278392,-3.9583129711226661,9.4859552963885889,9.6726795354823096,3.4669654765601337,2.7994535029245640,4.2754764723206371,0.2065251135247195,0.4963901608892911,0.3369891177986162,8.9618082580800564,6.4617590213432621,20.0902929453772536,5.5981326060157039,23.4769208850658728,70.2495444871338321,59.2640584310487597,10.9854860560850724
"2029Y",10.0210069646420656,9.9713841093837274,17.4362030347392967,6.3748104804635233,7.9492120728869260,11.9829664561194598,4.9210752297462506,4.5048779996208062,5.5534916820112281,0.8861450078228899,0.5184604375394244,-1.7477463955642740,9.9552889661533044,7.4552858888572544,20.6154968576187017,5.5608394453003669,25.0147878618222457,68.5294068958356064,57.8725822039482196,10.6568246918873939
