"Variables ->","obs_l_ystar_gap","obs_rstar_tnd","obs_l_cpistar","obs_l_enerstar","obs_l_foodstar","obs_l_rp_enerstar_gap","obs_l_rp_foodstar_gap","obs_istar","obs_l_s","obs_l_y","obs_l_y_agr","obs_l_cons","obs_l_inv","obs_l_gdem","obs_l_exp","obs_l_imp","obs_l_cpi","obs_l_cpi_food","obs_l_cpi_ener","obs_i","obs_prem_d","obs_l_md","obs_grants_y","obs_grev_y","obs_def_y"
"Comments ->","","combined CBO data & proj","","","","","","","","","","","","","","","","","","","","","","",""
"2008Q1",2.5404229219070444,0.4080111892549798,32.7083506316083970,455.6228923447354191,508.0335192814720244,23.0689567606103196,19.3292127267069418,3.1056708945153497,629.8489888916257087,693.5653222228474988,575.1747220917717414,668.7798601003937620,478.9539075934529251,525.6129546136347699,487.3003831595407291,526.5619734727041532,422.5633597414267797,399.2698523496449070,430.9141681691858707,7.3838888334870472,7.5069503250441247,606.1810986405920403,15.6934643255333004,,12.3665495783845998
"2008Q2",2.4093072909145121,0.2785756118693442,36.6751011860861738,479.5733499697734032,514.9725884243457585,41.6624267800202119,23.0107346165696072,2.8903895280153589,629.7754783768856441,699.6207508677812257,577.4116214323934173,671.7899698668863948,504.8516464072105236,525.6821740878142464,493.3074912758300457,539.9403515239282569,428.6536143180383078,401.6782423180817432,437.4718817618789899,6.2348625064535295,,610.0176946871692962,10.2510430053391008,,9.9807105331982093
"2008Q3",2.0759922322463638,0.1383411504377129,39.1686607828029238,475.1879931969434665,509.1714898801503750,33.5656472586619543,15.5857251895203035,3.1377212655659772,630.7096604075961750,699.7630347308834189,576.4661698382775512,671.5944232653145036,508.3477145405467468,537.3575625632196306,477.9974798873947748,541.4208372804715736,435.2049973106213656,412.1342602381117786,444.3085108663659639,6.7970126439267213,8.3176044367692406,613.3805976107751121,6.5945390923128597,,9.0885490379567404
"2008Q4",1.5360918087666704,-0.0098309386606698,37.9567814795727188,402.2497206489984478,484.4113678815369326,-39.2581713901549847,-6.9524364868258886,2.8632807297488454,631.8744004551761009,700.7452027620309991,578.0433987803097580,672.6218457850020513,494.4289596586589255,546.1595511209243341,482.3774482916248303,543.0787415993821696,438.6425194611948655,418.8608197793260501,443.7457430941487360,7.1514134873996467,8.0290939026430657,613.2427662109454332,8.3942176011639908,,10.2143905273201003
"2009Q1",-0.2418730409412646,-0.1620508673825624,34.9895602433406410,378.6196113622071380,480.7653927770491578,-60.9709617782727946,-6.5104312163351779,1.7205466742888345,634.1264655090370752,704.5774972701735805,582.4661231789137901,679.4785002439188020,507.9106871922663231,547.0252731534367285,483.9908170690735005,557.7604269787588009,440.0655023943389210,423.7602946511286746,441.9488275242186432,8.8956705832149527,6.0181432171564531,609.0757289122018392,7.5279993532464404,,11.1506136489972008
"2009Q2",-1.5549814225379919,-0.3142354840368229,32.2891967516481984,408.1601455126705105,491.4099284104702861,-29.7808217311792305,8.0404962545732701,1.3861155448042883,634.2024876502415509,704.2292755645579518,583.8964041719568741,679.2663350499049102,514.3618093618339344,539.2546507150040043,481.5647955811090810,557.8441219897591736,439.6668390095491077,424.9235059108227119,440.3843108124140144,8.2040710336209397,7.3080926531090729,608.8118562907953901,10.8845763605723995,,12.4504679729125005
"2009Q3",-2.4097256550344781,-0.4630815379139145,31.6524624074487733,422.2732266680207545,486.8998083573620193,-16.0928905571313976,5.4370682053569794,0.8304092056905423,634.3204341538190647,703.6637913363167627,584.1602107441945009,679.8236448766821240,495.9524479802572046,537.4052646911148940,482.8455689916536357,549.6547440626541174,441.2530533903004653,429.7706177543821013,441.1717806967878914,8.8804213342109168,7.1754462780479482,613.1618625129812017,12.9643275186873002,,18.1254775798582983
"2009Q4",-2.8116261940526073,-0.6058439174539190,34.3380611399404501,432.4314779995551703,490.5703763221433746,-9.6849074733835891,7.7295592079270250,0.5184537031520494,634.6250324361191133,705.7464016557412378,585.8410960709204574,683.9395852799746081,477.6875983578030400,545.9676748487678424,480.8375409988721003,551.7367780224527678,444.1833483159527418,440.2778608480199978,443.6321441110551405,7.7824865463305306,7.5868566985158710,619.1318658165803299,10.2013426743680995,,15.2766473872618000
"2010Q1",-1.8941257855449365,-0.7409423743194314,36.4655578194981373,434.4627485642456008,459.8878369255766643,-10.8301886960944671,-23.7651543582670683,0.3984717125996480,635.0846856157467073,709.0139379068401695,586.4175604567908522,684.5584466546877138,506.2748030581244052,546.4869775651534383,482.7471637136894174,552.1630268352558915,443.1372627963392006,430.7591109380527996,444.3052363404650009,6.8156966660282192,8.6850488886957855,624.8603448677644110,11.6410153046956992,,11.0854027384537996
"2010Q2",-1.1073846119533570,-0.8672358351964291,36.4005865298949089,435.8410458961601535,460.6290596942749858,-10.3959081105535347,-21.6704313958281318,0.6270300513358975,636.6314192683474857,710.2430976982996071,587.6897396871509045,684.9858782151678724,491.0950781502639302,552.1946331691357273,491.7675976475844095,551.2699881193011606,443.5425883500962527,435.0778312237641785,445.6544385297556801,6.1439975599688763,9.5535282775637320,628.2980008937391858,13.9344091991659997,,13.1259837006348992
"2010Q3",-0.4524759553780910,-0.9837482837777836,35.9741777828824283,432.4162089228740911,465.7760650083411633,-14.3320357685865361,-14.8550231603742873,0.5900557420957171,637.7847012002545171,711.6586960972771294,590.5471094501126572,684.8696043004480316,500.9709535774616711,555.2947657944545199,494.7194266424481270,555.3346804225568576,443.3763462215903814,436.5325862832393682,445.8653522396984954,6.8188103303443199,8.8616195417944752,633.5819099830221148,12.0989754684038004,,12.6469109343524995
"2010Q4",0.0702190174631454,-1.0892749652233402,35.9456392468672874,444.7822846631510174,475.9464244679060698,-2.7661133449170165,-3.4668628245275954,0.4521097751352620,638.5072075608711657,715.1992281088299706,591.4333203722300141,689.7561914577012203,506.4396625709911177,562.4161910107820859,492.1680480442956878,566.0099441666469602,444.3182300206491959,438.2591552040710781,446.8658794623416384,6.8655036649410670,9.0596895352226738,638.4729301291873753,11.1075854949811994,,13.0075736086561005
"2011Q1",0.3329408921853130,-1.1826875912255472,37.2570526736614127,460.1968489072552302,485.1162177578572710,10.6640296961826948,5.5311348299159704,0.4590447754375042,639.4914793411359142,716.8930142379381323,590.8551128335927842,693.0356820197988554,489.0452607446924276,564.5494250552774247,511.3840082802613551,567.2587769666344002,445.7870106297791608,437.7133667838369888,448.0809499963866642,6.5132094937782146,8.6501133050722760,644.3808566919851728,6.4105050306278404,,11.5002115176252993
"2011Q2",0.5099824772640957,-1.2631851629942059,40.7045863586036205,470.1526693883448047,486.8685631099332909,16.7033981106471856,4.9311738137501493,0.4171288068810547,639.8299216938196423,715.7916354700138299,591.4217885738008817,694.1127834430524217,496.8937489836472423,554.0242305335789297,500.3579845553963992,568.5573882909716303,448.4432489275762350,442.1093983919383845,450.0744624792953346,6.6973055253030767,8.7377604576893830,651.8449289451690447,8.9329141895861905,,11.1836394183223007
"2011Q3",0.6009934285103355,-1.3306178525538093,43.5078305122350315,463.6957245577240769,482.6067798107665112,7.2201204387947087,-1.0812196818089888,0.4640217519452000,639.6434254747817931,721.6629762839553450,596.7144529313006842,695.3113484967659588,521.7885236611581377,562.5433226025249951,515.2804706370475287,575.7002916309669445,450.2961825069114639,439.0060862811458833,452.8252948416682102,6.6941880753768643,8.8836045817645957,657.2459656640155572,12.8207242652123998,,10.1191570676426004
"2011Q4",0.6053046626865140,-1.3851815893662085,44.2639576853164911,463.6494102236475783,476.3261660411504295,6.4717206138548136,-7.1092048952373830,0.6828631733511060,640.1731828524897310,722.2096844014779435,593.9706661417582154,695.9759974394337405,504.3483502523909578,574.4739632474916107,518.2937720136087592,579.0754969286589358,451.8148975675186989,443.6113094815983118,454.2963923652547464,7.3622139870613710,8.1242570690301577,662.1835839526144127,12.6463183772257004,,15.8322167038048995
"2012Q1",0.3389280701619342,-1.4271218495091269,44.4066150017474186,472.2212163632461852,479.1752814601376258,15.2588295895208148,-3.4384783975890514,0.7622871945547782,640.6483262720546463,724.8942069815893774,596.8098746977312885,697.2052821382086449,517.8953931337921404,579.3152144093504603,521.5999168828475376,582.7601596451798969,453.4652488086481981,454.3681889830703540,455.0883550747880690,7.0015765118190343,8.2762544868789050,668.9116624617512343,8.3214538817765096,,11.2695734668960004
"2012Q2",0.1045323059798591,-1.4574007335659522,43.1620355976344214,463.4759518807189806,477.4803220099915393,8.4427664089632799,-2.9652432358553824,0.7309222432408695,641.3380484143074227,725.7695005072366712,598.1705660202292165,699.9985484501543169,506.6080321742393267,585.3868129658713997,512.8706704942223951,588.2320862752612811,455.2159471095453682,458.3779723795986456,457.8315777644423292,8.1724369809889765,7.3597053001706705,674.8555082922830479,7.4686292257965103,,9.8650182388513805
"2012Q3",-0.0995174794480889,-1.4770964773347457,41.6923158392850226,463.4638541937822538,481.6983713462484502,10.9248786301757264,3.6114710750431982,0.7040821805632425,642.4509531959325841,728.6136315727154624,600.3508352680065627,704.5738379505741023,540.1929028304455187,571.2880001957303193,520.1399478745737497,597.5060191227765927,455.8633049616187805,458.7741181029365407,458.5401284018477099,9.3559101378150018,6.2703632206795508,673.0933142266835603,6.4000732102945701,,10.9097687989040004
"2012Q4",-0.2749214684014447,-1.4870677503650538,41.6952146290475696,462.4737265484311592,479.4977561285892875,11.3041403743839055,2.2700687653121463,0.5403043901015757,644.3940141459753477,730.5403957632958054,604.0751271028487963,702.0124847427442774,568.0057312547946822,550.0469125573142719,525.3740230625885488,590.5769866787002229,456.2734383814452030,456.7304993958883870,459.9416558503169767,10.7074046724566934,4.6362092164822517,675.6917239453123329,7.5785894334057504,,6.7680227946045299
